,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,date,defensive_rebounds,game_score,location,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,opponent,outcome,personal_fouls,plus_minus,points_scored,seconds_played,steals,team,turnovers,name,slug,season_end_year
0,0,2,0,0,0,2016-04-13,0,3.7,Location.AWAY,2,0,0,1,Team.MILWAUKEE_BUCKS,Outcome.WIN,1,-10,4,366,0,Team.INDIANA_PACERS,0,Rakeem Christmas,chrisra01,2016
1,2,3,0,1,0,2015-10-30,0,1.3,Location.AWAY,1,0,0,0,Team.HOUSTON_ROCKETS,Outcome.WIN,1,-5,2,276,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
2,0,0,0,0,0,2015-10-31,0,0.0,Location.AWAY,0,0,0,0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,0,1,0,30,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
3,1,4,6,1,0,2015-11-02,2,15.8,Location.HOME,4,6,1,1,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,0,6,15,720,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
4,3,2,0,1,0,2015-11-06,1,0.0,Location.HOME,0,0,0,0,Team.DENVER_NUGGETS,Outcome.WIN,0,0,0,451,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
5,0,1,0,1,0,2015-11-11,1,-2.4,Location.AWAY,0,0,0,0,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,0,-3,0,141,0,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
6,1,4,0,3,0,2015-11-12,1,4.2,Location.AWAY,2,0,2,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2,-3,6,220,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
7,0,4,0,1,0,2015-11-14,0,-0.8,Location.HOME,1,0,0,0,Team.BROOKLYN_NETS,Outcome.WIN,1,5,2,555,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
8,2,3,2,2,0,2015-11-17,0,2.3,Location.HOME,1,1,1,0,Team.TORONTO_RAPTORS,Outcome.WIN,0,-6,4,380,1,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
9,1,1,0,0,1,2015-11-19,1,0.6,Location.AWAY,0,0,0,0,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,1,6,0,314,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
10,1,0,0,0,0,2015-11-20,1,0.6,Location.HOME,0,0,0,0,Team.CHICAGO_BULLS,Outcome.WIN,1,0,0,160,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
11,1,3,0,1,1,2015-11-22,0,3.0,Location.AWAY,2,0,0,1,Team.DENVER_NUGGETS,Outcome.WIN,2,-2,4,529,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
12,1,3,0,1,0,2015-11-24,1,1.6,Location.HOME,0,0,0,1,Team.LOS_ANGELES_LAKERS,Outcome.WIN,0,-5,0,363,2,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
13,2,7,0,2,0,2015-11-27,2,3.1,Location.AWAY,3,0,1,0,Team.PHOENIX_SUNS,Outcome.WIN,3,-2,7,787,1,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
14,1,4,2,2,0,2015-11-28,1,6.0,Location.HOME,2,2,2,0,Team.SACRAMENTO_KINGS,Outcome.WIN,0,-6,8,520,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
15,0,5,0,5,1,2015-11-30,1,10.7,Location.AWAY,4,0,4,0,Team.UTAH_JAZZ,Outcome.WIN,1,2,12,368,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
16,0,1,0,0,0,2015-12-02,1,1.7,Location.AWAY,1,0,0,1,Team.CHARLOTTE_HORNETS,Outcome.WIN,0,-2,2,499,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
17,0,1,0,0,0,2015-12-05,0,1.7,Location.AWAY,1,0,0,0,Team.TORONTO_RAPTORS,Outcome.WIN,0,-1,2,299,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
18,0,2,0,1,0,2015-12-06,0,-3.2,Location.AWAY,0,0,0,0,Team.BROOKLYN_NETS,Outcome.WIN,2,-11,0,515,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
19,2,5,0,1,0,2015-12-08,0,-0.9,Location.AWAY,1,0,0,0,Team.INDIANA_PACERS,Outcome.WIN,3,-10,2,741,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
20,0,9,0,2,0,2015-12-11,2,0.8,Location.AWAY,3,0,0,1,Team.BOSTON_CELTICS,Outcome.WIN,1,1,6,1152,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
21,0,0,0,0,0,2015-12-12,0,0.0,Location.AWAY,0,0,0,0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,0,0,0,62,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
22,1,2,0,1,0,2015-12-16,1,0.0,Location.HOME,1,0,0,0,Team.PHOENIX_SUNS,Outcome.WIN,0,-12,2,380,0,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
23,0,3,0,1,0,2015-12-23,0,5.1,Location.HOME,3,0,1,0,Team.UTAH_JAZZ,Outcome.WIN,0,6,7,454,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
24,0,1,0,0,0,2015-12-25,0,0.3,Location.HOME,0,0,0,0,Team.CLEVELAND_CAVALIERS,Outcome.WIN,0,-1,0,293,1,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
25,0,9,0,4,1,2015-12-28,4,10.8,Location.HOME,5,0,2,0,Team.SACRAMENTO_KINGS,Outcome.WIN,2,5,12,1326,2,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
26,0,12,2,4,0,2015-12-30,0,13.6,Location.AWAY,8,2,3,0,Team.DALLAS_MAVERICKS,Outcome.LOSS,3,-9,21,1426,1,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
27,2,9,2,4,0,2015-12-31,2,8.4,Location.AWAY,4,2,2,1,Team.HOUSTON_ROCKETS,Outcome.WIN,4,8,12,1544,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
28,1,8,0,2,0,2016-01-02,1,9.4,Location.HOME,7,0,1,0,Team.DENVER_NUGGETS,Outcome.WIN,2,-13,15,2240,0,Team.GOLDEN_STATE_WARRIORS,3,Ian Clark,clarkia01,2016
29,3,4,0,2,0,2016-01-04,1,2.6,Location.HOME,1,0,1,0,Team.CHARLOTTE_HORNETS,Outcome.WIN,1,7,3,1072,1,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
30,6,10,2,4,4,2016-01-05,3,3.2,Location.AWAY,1,1,0,1,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1,-7,3,1312,1,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
31,2,3,0,2,1,2016-01-08,3,6.4,Location.AWAY,2,0,2,1,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,0,-2,6,1021,0,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
32,0,1,0,0,0,2016-01-09,1,-2.8,Location.AWAY,0,0,0,0,Team.SACRAMENTO_KINGS,Outcome.WIN,1,-7,0,436,0,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
33,2,3,0,1,0,2016-01-11,0,0.9,Location.HOME,1,0,0,0,Team.MIAMI_HEAT,Outcome.WIN,2,10,2,573,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
34,2,4,0,0,0,2016-01-14,0,5.8,Location.HOME,3,0,0,0,Team.LOS_ANGELES_LAKERS,Outcome.WIN,0,5,6,260,1,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
35,0,1,0,0,0,2016-01-16,0,-0.7,Location.AWAY,0,0,0,0,Team.DETROIT_PISTONS,Outcome.LOSS,0,1,0,169,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
36,2,7,0,5,0,2016-01-18,2,3.9,Location.AWAY,2,0,2,0,Team.CLEVELAND_CAVALIERS,Outcome.WIN,0,-6,6,745,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
37,2,2,0,0,0,2016-01-20,1,5.1,Location.AWAY,2,0,0,0,Team.CHICAGO_BULLS,Outcome.WIN,0,7,4,233,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
38,0,1,0,0,0,2016-01-22,0,1.3,Location.HOME,1,0,0,0,Team.INDIANA_PACERS,Outcome.WIN,1,-1,2,78,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
39,1,1,0,1,0,2016-01-25,1,-1.7,Location.HOME,0,0,0,0,Team.SAN_ANTONIO_SPURS,Outcome.WIN,0,3,0,419,0,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
40,1,0,0,0,0,2016-01-27,0,-0.1,Location.HOME,0,0,0,0,Team.DALLAS_MAVERICKS,Outcome.WIN,2,4,0,240,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
41,1,5,1,1,1,2016-01-30,0,3.0,Location.AWAY,2,1,0,1,Team.PHILADELPHIA_76ERS,Outcome.WIN,1,-4,5,900,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
42,0,2,4,2,0,2016-01-31,0,2.6,Location.AWAY,0,4,0,0,Team.NEW_YORK_KNICKS,Outcome.WIN,0,3,4,244,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
43,1,3,0,2,0,2016-02-10,1,1.3,Location.AWAY,1,0,0,0,Team.PHOENIX_SUNS,Outcome.WIN,0,-7,2,229,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
44,0,7,2,2,0,2016-02-19,0,4.2,Location.AWAY,3,1,1,1,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1,-7,8,453,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
45,0,0,0,0,0,2016-02-20,0,-1.0,Location.AWAY,0,0,0,0,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,0,-9,0,178,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
46,1,0,0,0,0,2016-02-25,1,0.0,Location.AWAY,0,0,0,0,Team.ORLANDO_MAGIC,Outcome.WIN,0,1,0,122,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
47,1,5,4,4,0,2016-03-01,2,-1.4,Location.HOME,0,3,0,0,Team.ATLANTA_HAWKS,Outcome.WIN,2,-4,3,922,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
48,1,4,0,2,0,2016-03-06,1,5.2,Location.AWAY,3,0,2,0,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,3,-5,8,555,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
49,2,1,0,0,0,2016-03-07,1,3.3,Location.HOME,1,0,0,1,Team.ORLANDO_MAGIC,Outcome.WIN,2,-3,2,309,1,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
50,1,1,0,0,0,2016-03-09,1,3.0,Location.HOME,1,0,0,1,Team.UTAH_JAZZ,Outcome.WIN,1,-1,2,275,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
51,0,5,2,2,0,2016-03-11,3,1.7,Location.HOME,1,2,0,1,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2,1,4,352,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
52,0,0,0,0,0,2016-03-12,0,-1.8,Location.HOME,0,0,0,0,Team.PHOENIX_SUNS,Outcome.WIN,2,-7,0,270,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
53,3,3,0,1,0,2016-03-14,0,3.4,Location.HOME,1,0,0,0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,0,-7,2,551,1,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
54,2,3,0,0,0,2016-03-16,1,4.4,Location.HOME,2,0,0,0,Team.NEW_YORK_KNICKS,Outcome.WIN,0,-1,4,712,1,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
55,2,1,0,1,0,2016-03-18,1,1.0,Location.AWAY,0,0,0,0,Team.DALLAS_MAVERICKS,Outcome.WIN,0,3,0,158,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
56,0,2,0,1,0,2016-03-19,0,0.6,Location.AWAY,1,0,0,0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1,-8,2,380,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
57,2,1,2,1,1,2016-03-21,2,0.6,Location.AWAY,0,1,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,0,7,1,472,0,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
58,0,2,0,2,0,2016-03-25,0,1.6,Location.HOME,1,0,1,0,Team.DALLAS_MAVERICKS,Outcome.WIN,1,3,3,147,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
59,2,5,3,3,0,2016-03-27,2,3.5,Location.HOME,2,2,0,0,Team.PHILADELPHIA_76ERS,Outcome.WIN,1,7,6,1231,1,Team.GOLDEN_STATE_WARRIORS,2,Ian Clark,clarkia01,2016
60,0,4,0,1,1,2016-03-29,2,1.5,Location.HOME,1,0,0,0,Team.WASHINGTON_WIZARDS,Outcome.WIN,1,-5,2,1026,1,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
61,0,3,0,2,0,2016-03-30,1,3.6,Location.AWAY,2,0,1,0,Team.UTAH_JAZZ,Outcome.WIN,1,4,5,562,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
62,0,1,0,0,1,2016-04-01,0,-1.4,Location.HOME,0,0,0,0,Team.BOSTON_CELTICS,Outcome.LOSS,1,2,0,555,0,Team.GOLDEN_STATE_WARRIORS,1,Ian Clark,clarkia01,2016
63,1,0,0,0,0,2016-04-03,0,0.3,Location.HOME,0,0,0,0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1,2,0,190,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
64,0,0,0,0,0,2016-04-07,1,0.3,Location.HOME,0,0,0,0,Team.SAN_ANTONIO_SPURS,Outcome.WIN,0,-5,0,74,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
65,1,0,0,0,0,2016-04-09,0,0.7,Location.AWAY,0,0,0,0,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,0,-5,0,227,0,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
66,0,1,0,1,0,2016-04-10,0,0.3,Location.AWAY,0,0,0,0,Team.SAN_ANTONIO_SPURS,Outcome.WIN,0,3,0,294,1,Team.GOLDEN_STATE_WARRIORS,0,Ian Clark,clarkia01,2016
67,0,3,0,1,0,2016-03-15,1,1.6,Location.AWAY,1,0,1,0,Team.INDIANA_PACERS,Outcome.LOSS,0,-1,3,196,0,Team.BOSTON_CELTICS,0,Coty Clarke,clarkco01,2016
68,0,0,0,0,0,2016-03-16,0,-1.0,Location.HOME,0,0,0,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,0,0,0,2,0,Team.BOSTON_CELTICS,1,Coty Clarke,clarkco01,2016
69,0,1,0,1,0,2016-03-18,0,2.7,Location.AWAY,1,0,1,0,Team.TORONTO_RAPTORS,Outcome.LOSS,0,5,3,150,0,Team.BOSTON_CELTICS,0,Coty Clarke,clarkco01,2016
70,3,10,6,2,0,2015-10-28,2,7.3,Location.HOME,5,4,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,4,7,14,1783,0,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
71,0,15,0,3,1,2015-10-30,4,16.0,Location.AWAY,10,0,2,0,Team.SACRAMENTO_KINGS,Outcome.LOSS,1,-16,22,1712,1,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
72,3,8,2,4,2,2015-11-01,0,4.9,Location.HOME,2,2,1,0,Team.DALLAS_MAVERICKS,Outcome.LOSS,2,-13,7,1800,1,Team.LOS_ANGELES_LAKERS,1,Jordan Clarkson,clarkjo01,2016
73,2,19,3,6,0,2015-11-03,2,24.0,Location.HOME,12,2,4,1,Team.DENVER_NUGGETS,Outcome.LOSS,2,-9,30,2232,1,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
74,3,12,4,4,0,2015-11-06,1,10.9,Location.AWAY,6,3,1,1,Team.BROOKLYN_NETS,Outcome.WIN,2,3,16,1967,2,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
75,1,13,0,3,0,2015-11-08,2,2.8,Location.AWAY,4,0,2,0,Team.NEW_YORK_KNICKS,Outcome.LOSS,0,-5,10,1722,1,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
76,0,16,0,2,0,2015-11-10,1,2.8,Location.AWAY,6,0,0,1,Team.MIAMI_HEAT,Outcome.LOSS,1,-17,12,1859,2,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
77,5,7,0,2,0,2015-11-11,1,2.4,Location.AWAY,2,0,0,1,Team.ORLANDO_MAGIC,Outcome.LOSS,0,-4,4,1532,0,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
78,1,18,0,5,1,2015-11-13,2,17.6,Location.AWAY,9,0,3,2,Team.DALLAS_MAVERICKS,Outcome.LOSS,2,4,21,1856,3,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
79,3,10,8,4,0,2015-11-15,6,8.1,Location.HOME,5,5,2,0,Team.DETROIT_PISTONS,Outcome.WIN,4,0,17,1754,0,Team.LOS_ANGELES_LAKERS,5,Jordan Clarkson,clarkjo01,2016
80,1,12,6,3,0,2015-11-16,1,14.9,Location.AWAY,6,6,2,1,Team.PHOENIX_SUNS,Outcome.LOSS,2,-11,20,1989,0,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
81,3,13,0,3,0,2015-11-20,4,8.2,Location.HOME,6,0,1,0,Team.TORONTO_RAPTORS,Outcome.LOSS,1,12,13,1926,1,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
82,1,14,0,5,0,2015-11-22,2,11.7,Location.HOME,8,0,3,2,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1,-5,19,2127,0,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
83,2,11,0,3,0,2015-11-24,0,-2.5,Location.AWAY,2,0,0,2,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1,-25,4,1592,0,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
84,4,15,2,5,0,2015-11-28,3,16.6,Location.AWAY,8,1,2,0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1,0,19,2186,4,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
85,6,15,4,4,0,2015-11-29,8,22.5,Location.HOME,8,4,2,2,Team.INDIANA_PACERS,Outcome.LOSS,3,-6,22,2352,1,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
86,2,19,0,3,0,2015-12-01,4,12.2,Location.AWAY,9,0,1,1,Team.PHILADELPHIA_76ERS,Outcome.LOSS,1,-5,19,2264,0,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
87,1,14,6,2,0,2015-12-02,3,11.9,Location.AWAY,6,6,0,1,Team.WASHINGTON_WIZARDS,Outcome.WIN,5,1,18,2157,3,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
88,2,8,0,3,0,2015-12-04,2,10.3,Location.AWAY,5,0,3,1,Team.ATLANTA_HAWKS,Outcome.LOSS,2,6,13,1724,1,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
89,1,11,2,1,0,2015-12-06,2,-0.7,Location.AWAY,3,1,0,1,Team.DETROIT_PISTONS,Outcome.LOSS,2,-18,7,1802,1,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
90,1,15,2,4,0,2015-12-07,3,5.7,Location.AWAY,5,2,1,2,Team.TORONTO_RAPTORS,Outcome.LOSS,2,-5,13,1918,0,Team.LOS_ANGELES_LAKERS,1,Jordan Clarkson,clarkjo01,2016
91,1,10,0,2,0,2015-12-09,4,7.5,Location.AWAY,7,0,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,3,-1,14,1392,0,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
92,3,14,2,2,0,2015-12-15,5,7.7,Location.HOME,5,1,1,1,Team.MILWAUKEE_BUCKS,Outcome.WIN,1,11,12,1972,3,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
93,4,14,0,5,0,2015-12-17,2,8.2,Location.HOME,6,0,0,2,Team.HOUSTON_ROCKETS,Outcome.LOSS,3,-23,12,2311,2,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
94,1,15,2,2,0,2015-12-19,4,8.8,Location.AWAY,7,1,0,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,0,-21,15,1789,1,Team.LOS_ANGELES_LAKERS,1,Jordan Clarkson,clarkjo01,2016
95,2,14,9,2,0,2015-12-22,5,15.6,Location.AWAY,6,7,0,3,Team.DENVER_NUGGETS,Outcome.WIN,3,14,19,2264,3,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
96,2,12,2,2,0,2015-12-23,4,8.2,Location.HOME,4,2,0,2,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,0,-30,10,1839,2,Team.LOS_ANGELES_LAKERS,1,Jordan Clarkson,clarkjo01,2016
97,3,9,4,3,0,2015-12-25,3,4.7,Location.HOME,4,3,0,0,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,3,-24,11,1835,1,Team.LOS_ANGELES_LAKERS,4,Jordan Clarkson,clarkjo01,2016
98,3,9,2,1,0,2015-12-27,1,8.2,Location.AWAY,5,2,0,1,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,4,-28,12,1600,0,Team.LOS_ANGELES_LAKERS,1,Jordan Clarkson,clarkjo01,2016
99,6,14,4,4,1,2015-12-28,4,5.5,Location.AWAY,2,3,1,2,Team.CHARLOTTE_HORNETS,Outcome.LOSS,4,-14,8,2102,1,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
100,3,15,5,1,0,2015-12-30,2,18.6,Location.AWAY,10,3,1,0,Team.BOSTON_CELTICS,Outcome.WIN,2,2,24,2006,1,Team.LOS_ANGELES_LAKERS,1,Jordan Clarkson,clarkjo01,2016
101,3,17,9,1,0,2016-01-01,1,10.6,Location.HOME,6,7,0,1,Team.PHILADELPHIA_76ERS,Outcome.WIN,3,0,19,2001,0,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
102,7,11,2,2,1,2016-01-03,4,13.2,Location.HOME,5,2,0,1,Team.PHOENIX_SUNS,Outcome.WIN,4,23,12,2057,3,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
103,2,20,5,5,0,2016-01-05,2,13.3,Location.HOME,8,5,2,3,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,0,-34,23,1725,0,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
104,4,14,3,2,0,2016-01-07,3,8.1,Location.AWAY,6,3,0,2,Team.SACRAMENTO_KINGS,Outcome.LOSS,4,-16,15,2113,1,Team.LOS_ANGELES_LAKERS,4,Jordan Clarkson,clarkjo01,2016
105,2,12,4,3,0,2016-01-08,3,10.7,Location.HOME,6,3,2,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,3,-19,17,2109,2,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
106,1,19,1,4,1,2016-01-10,1,8.7,Location.HOME,6,1,1,1,Team.UTAH_JAZZ,Outcome.LOSS,2,0,14,2265,4,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
107,2,17,9,6,0,2016-01-12,3,9.8,Location.HOME,5,7,1,4,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,4,7,18,2214,2,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
108,1,17,3,3,0,2016-01-14,2,12.2,Location.AWAY,10,1,1,2,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2,-9,22,2151,1,Team.LOS_ANGELES_LAKERS,4,Jordan Clarkson,clarkjo01,2016
109,1,13,1,1,0,2016-01-16,1,1.8,Location.AWAY,5,0,0,3,Team.UTAH_JAZZ,Outcome.LOSS,2,-22,10,1481,0,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
110,3,18,0,2,0,2016-01-17,3,10.4,Location.HOME,8,0,0,0,Team.HOUSTON_ROCKETS,Outcome.LOSS,3,-11,16,1765,2,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
111,1,15,6,2,0,2016-01-20,4,5.9,Location.HOME,5,4,0,1,Team.SACRAMENTO_KINGS,Outcome.LOSS,1,-9,14,2101,1,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
112,1,12,2,3,0,2016-01-22,3,11.6,Location.HOME,6,2,2,0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,0,-12,16,1737,0,Team.LOS_ANGELES_LAKERS,0,Jordan Clarkson,clarkjo01,2016
113,3,8,5,3,0,2016-01-23,1,5.0,Location.AWAY,2,5,1,0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,4,-25,10,1489,0,Team.LOS_ANGELES_LAKERS,1,Jordan Clarkson,clarkjo01,2016
114,7,15,5,4,0,2016-01-26,3,14.6,Location.HOME,6,4,2,3,Team.DALLAS_MAVERICKS,Outcome.LOSS,2,-7,18,2214,0,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
115,4,14,5,3,0,2016-01-28,2,10.6,Location.HOME,5,4,2,2,Team.CHICAGO_BULLS,Outcome.LOSS,0,-29,16,1599,0,Team.LOS_ANGELES_LAKERS,2,Jordan Clarkson,clarkjo01,2016
116,2,16,3,3,0,2016-01-29,6,9.0,Location.AWAY,7,3,0,2,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,3,7,17,2138,0,Team.LOS_ANGELES_LAKERS,3,Jordan Clarkson,clarkjo01,2016
