,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,date,defensive_rebounds,game_score,location,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,opponent,outcome,personal_fouls,plus_minus,points_scored,seconds_played,steals,team,turnovers,name,slug,season_end_year
1657,3,12,2,0,1,2015-12-20,10,19.4,Location.AWAY,9,2,0,0,Team.BROOKLYN_NETS,Outcome.WIN,4,9,20,2178,1,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1658,3,12,2,0,2,2015-12-21,4,8.4,Location.AWAY,6,0,0,1,Team.BOSTON_CELTICS,Outcome.LOSS,3,-22,12,1778,1,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1659,2,9,2,0,1,2015-12-23,5,7.4,Location.HOME,5,2,0,1,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,4,-13,12,1725,0,Team.MINNESOTA_TIMBERWOLVES,3,Gorgui Dieng,dienggo01,2016
1660,2,8,4,0,0,2015-12-26,5,0.3,Location.HOME,2,3,0,2,Team.INDIANA_PACERS,Outcome.LOSS,2,-9,7,2071,1,Team.MINNESOTA_TIMBERWOLVES,6,Gorgui Dieng,dienggo01,2016
1661,2,9,4,0,0,2015-12-28,2,2.2,Location.AWAY,3,2,0,3,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,5,-17,8,1366,3,Team.MINNESOTA_TIMBERWOLVES,5,Gorgui Dieng,dienggo01,2016
1662,1,7,5,1,0,2015-12-30,8,12.7,Location.HOME,4,3,1,1,Team.UTAH_JAZZ,Outcome.WIN,0,9,12,1536,2,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1663,2,5,0,0,2,2015-12-31,2,5.6,Location.AWAY,3,0,0,1,Team.DETROIT_PISTONS,Outcome.LOSS,3,2,6,1319,1,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1664,0,5,3,0,0,2016-01-02,4,4.1,Location.HOME,3,3,0,2,Team.MILWAUKEE_BUCKS,Outcome.LOSS,3,-3,9,1504,0,Team.MINNESOTA_TIMBERWOLVES,4,Gorgui Dieng,dienggo01,2016
1665,1,9,2,0,2,2016-01-04,5,16.0,Location.AWAY,6,2,0,3,Team.PHILADELPHIA_76ERS,Outcome.LOSS,2,-3,14,1648,2,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1666,2,4,0,0,1,2016-01-06,6,2.7,Location.HOME,0,0,0,2,Team.DENVER_NUGGETS,Outcome.LOSS,2,-13,0,1621,1,Team.MINNESOTA_TIMBERWOLVES,0,Gorgui Dieng,dienggo01,2016
1667,2,3,0,0,0,2016-01-08,6,1.9,Location.HOME,1,0,0,0,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,4,-2,2,1269,1,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1668,1,1,0,0,0,2016-01-10,3,0.5,Location.HOME,0,0,0,4,Team.DALLAS_MAVERICKS,Outcome.LOSS,3,-9,0,1129,0,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1669,2,3,0,0,6,2016-01-12,5,6.3,Location.HOME,1,0,0,1,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,2,11,2,1919,1,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1670,1,10,4,1,0,2016-01-13,4,5.8,Location.AWAY,3,3,0,1,Team.HOUSTON_ROCKETS,Outcome.LOSS,4,-11,9,1476,3,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1671,2,3,0,0,0,2016-01-15,3,3.0,Location.AWAY,1,0,0,2,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,0,-9,2,933,0,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1672,1,6,7,0,1,2016-01-17,4,13.6,Location.HOME,4,7,0,2,Team.PHOENIX_SUNS,Outcome.WIN,2,20,15,1056,1,Team.MINNESOTA_TIMBERWOLVES,3,Gorgui Dieng,dienggo01,2016
1673,0,4,2,0,2,2016-01-19,4,11.1,Location.AWAY,3,2,0,3,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,0,-18,8,1095,2,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1674,1,7,0,0,0,2016-01-20,9,6.9,Location.AWAY,3,0,0,2,Team.DALLAS_MAVERICKS,Outcome.LOSS,3,3,6,972,2,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1675,2,5,0,0,2,2016-01-23,5,-1.3,Location.HOME,1,0,0,1,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,3,-6,2,1162,0,Team.MINNESOTA_TIMBERWOLVES,4,Gorgui Dieng,dienggo01,2016
1676,2,4,9,0,0,2016-01-25,4,12.8,Location.AWAY,2,9,0,2,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,3,-11,13,1538,2,Team.MINNESOTA_TIMBERWOLVES,3,Gorgui Dieng,dienggo01,2016
1677,1,13,3,0,1,2016-01-27,3,20.8,Location.HOME,10,1,0,6,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,2,6,21,1618,1,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1678,2,12,9,0,0,2016-01-29,8,23.1,Location.AWAY,7,6,0,7,Team.UTAH_JAZZ,Outcome.LOSS,2,0,20,2362,2,Team.MINNESOTA_TIMBERWOLVES,0,Gorgui Dieng,dienggo01,2016
1679,2,8,6,2,1,2016-01-31,9,11.5,Location.AWAY,4,5,0,1,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,4,5,13,2300,0,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1680,5,9,9,2,0,2016-02-02,5,17.8,Location.AWAY,6,7,0,1,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,3,-4,19,2208,1,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1681,0,6,5,0,0,2016-02-03,9,6.2,Location.AWAY,4,4,0,1,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,3,6,12,1850,0,Team.MINNESOTA_TIMBERWOLVES,5,Gorgui Dieng,dienggo01,2016
1682,7,13,4,1,1,2016-02-06,8,27.8,Location.HOME,10,4,0,5,Team.CHICAGO_BULLS,Outcome.WIN,4,10,24,2489,0,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1683,4,10,3,2,1,2016-02-08,7,12.3,Location.HOME,5,1,1,5,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,5,3,12,1855,0,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1684,6,7,9,0,1,2016-02-10,7,17.8,Location.HOME,4,6,0,3,Team.TORONTO_RAPTORS,Outcome.WIN,2,11,14,2461,2,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1685,1,9,6,1,1,2016-02-19,8,14.7,Location.AWAY,4,6,0,4,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,3,0,14,2641,3,Team.MINNESOTA_TIMBERWOLVES,3,Gorgui Dieng,dienggo01,2016
1686,1,6,2,0,1,2016-02-20,1,0.1,Location.HOME,1,1,0,2,Team.NEW_YORK_KNICKS,Outcome.LOSS,2,-23,3,1483,0,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1687,2,10,2,1,1,2016-02-22,7,21.1,Location.HOME,7,2,1,5,Team.BOSTON_CELTICS,Outcome.WIN,1,12,17,2219,1,Team.MINNESOTA_TIMBERWOLVES,0,Gorgui Dieng,dienggo01,2016
1688,3,9,6,0,2,2016-02-24,5,21.0,Location.AWAY,8,5,0,3,Team.TORONTO_RAPTORS,Outcome.LOSS,4,9,21,2481,1,Team.MINNESOTA_TIMBERWOLVES,3,Gorgui Dieng,dienggo01,2016
1689,2,10,0,0,2,2016-02-27,3,12.9,Location.AWAY,6,0,0,0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,3,6,12,2280,3,Team.MINNESOTA_TIMBERWOLVES,0,Gorgui Dieng,dienggo01,2016
1690,0,11,5,0,2,2016-02-28,3,5.7,Location.AWAY,3,3,0,7,Team.DALLAS_MAVERICKS,Outcome.LOSS,3,-23,9,1520,0,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1691,5,5,0,1,0,2016-03-02,7,9.2,Location.HOME,3,0,0,1,Team.WASHINGTON_WIZARDS,Outcome.LOSS,2,2,6,1808,1,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1692,2,7,2,0,3,2016-03-04,8,14.9,Location.AWAY,6,2,0,1,Team.MILWAUKEE_BUCKS,Outcome.LOSS,3,-15,14,1786,0,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1693,2,4,2,1,3,2016-03-05,3,2.4,Location.HOME,2,0,0,0,Team.BROOKLYN_NETS,Outcome.WIN,3,17,4,1467,0,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1694,1,9,2,0,2,2016-03-07,8,12.3,Location.AWAY,5,2,0,1,Team.CHARLOTTE_HORNETS,Outcome.LOSS,4,-1,12,1891,4,Team.MINNESOTA_TIMBERWOLVES,3,Gorgui Dieng,dienggo01,2016
1695,1,7,2,0,2,2016-03-08,4,1.2,Location.HOME,1,2,0,0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,4,-12,4,1670,2,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1696,1,12,11,1,3,2016-03-11,8,24.3,Location.AWAY,7,11,0,1,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,5,19,25,1849,2,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1697,1,8,7,0,2,2016-03-14,8,12.6,Location.AWAY,3,6,0,1,Team.PHOENIX_SUNS,Outcome.LOSS,2,1,12,1985,3,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1698,7,8,4,0,3,2016-03-16,5,18.4,Location.AWAY,6,3,0,1,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,3,20,15,1902,0,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1699,5,11,8,0,1,2016-03-18,6,13.6,Location.AWAY,3,7,0,3,Team.HOUSTON_ROCKETS,Outcome.LOSS,4,-9,13,2146,2,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1700,1,7,4,1,2,2016-03-21,5,7.7,Location.HOME,2,4,0,2,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,3,9,8,1666,2,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1701,3,10,3,0,2,2016-03-23,11,19.5,Location.HOME,7,2,0,1,Team.SACRAMENTO_KINGS,Outcome.WIN,1,11,16,2209,2,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1702,5,11,1,2,2,2016-03-25,8,19.5,Location.AWAY,8,1,1,1,Team.WASHINGTON_WIZARDS,Outcome.WIN,5,16,18,2394,0,Team.MINNESOTA_TIMBERWOLVES,0,Gorgui Dieng,dienggo01,2016
1703,2,6,0,0,1,2016-03-26,2,3.2,Location.HOME,2,0,0,1,Team.UTAH_JAZZ,Outcome.LOSS,2,9,4,1786,1,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1704,0,7,1,0,0,2016-03-28,5,10.2,Location.HOME,5,1,0,4,Team.PHOENIX_SUNS,Outcome.WIN,3,6,11,1810,2,Team.MINNESOTA_TIMBERWOLVES,3,Gorgui Dieng,dienggo01,2016
1705,2,6,2,0,1,2016-03-30,8,3.9,Location.HOME,1,1,0,2,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,2,-18,3,1297,0,Team.MINNESOTA_TIMBERWOLVES,0,Gorgui Dieng,dienggo01,2016
1706,0,4,0,0,0,2016-04-01,1,3.1,Location.AWAY,2,0,0,0,Team.UTAH_JAZZ,Outcome.LOSS,3,-5,4,632,2,Team.MINNESOTA_TIMBERWOLVES,0,Gorgui Dieng,dienggo01,2016
1707,1,7,2,0,0,2016-04-03,2,5.9,Location.HOME,3,2,0,1,Team.DALLAS_MAVERICKS,Outcome.LOSS,1,4,8,1389,1,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1708,0,8,0,0,2,2016-04-05,5,7.9,Location.AWAY,5,0,0,0,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,1,-15,10,1140,1,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1709,2,15,6,1,1,2016-04-07,8,16.1,Location.AWAY,7,4,0,5,Team.SACRAMENTO_KINGS,Outcome.WIN,1,23,18,2049,0,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1710,1,3,6,0,3,2016-04-09,2,7.2,Location.AWAY,1,5,0,1,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2,-6,7,1460,1,Team.MINNESOTA_TIMBERWOLVES,2,Gorgui Dieng,dienggo01,2016
1711,1,8,6,0,0,2016-04-11,3,11.1,Location.HOME,4,5,0,1,Team.HOUSTON_ROCKETS,Outcome.LOSS,2,-17,13,1518,1,Team.MINNESOTA_TIMBERWOLVES,0,Gorgui Dieng,dienggo01,2016
1712,4,8,4,2,2,2016-04-13,7,24.1,Location.HOME,7,4,2,4,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,3,38,20,1960,0,Team.MINNESOTA_TIMBERWOLVES,1,Gorgui Dieng,dienggo01,2016
1713,0,1,2,0,0,2015-11-03,1,-2.0,Location.HOME,1,0,0,0,Team.INDIANA_PACERS,Outcome.LOSS,3,0,2,424,0,Team.DETROIT_PISTONS,2,Spencer Dinwiddie,dinwisp01,2016
1714,4,9,5,3,0,2015-11-15,2,13.5,Location.AWAY,6,4,1,0,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,4,1,17,1423,0,Team.DETROIT_PISTONS,1,Spencer Dinwiddie,dinwisp01,2016
1715,1,6,2,1,0,2015-11-17,1,-1.0,Location.HOME,1,1,0,0,Team.CLEVELAND_CAVALIERS,Outcome.WIN,2,-10,3,813,1,Team.DETROIT_PISTONS,1,Spencer Dinwiddie,dinwisp01,2016
1716,2,6,3,2,0,2015-11-20,1,4.1,Location.AWAY,2,2,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2,-5,6,1229,1,Team.DETROIT_PISTONS,0,Spencer Dinwiddie,dinwisp01,2016
1717,2,7,3,0,0,2015-11-21,1,2.0,Location.HOME,2,2,0,0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,3,-20,6,986,0,Team.DETROIT_PISTONS,0,Spencer Dinwiddie,dinwisp01,2016
1718,3,4,4,1,0,2015-11-23,2,1.7,Location.AWAY,1,2,0,0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,2,-13,4,1049,0,Team.DETROIT_PISTONS,1,Spencer Dinwiddie,dinwisp01,2016
1719,0,1,0,0,0,2015-12-06,1,2.0,Location.HOME,1,0,0,0,Team.LOS_ANGELES_LAKERS,Outcome.WIN,0,0,2,283,0,Team.DETROIT_PISTONS,0,Spencer Dinwiddie,dinwisp01,2016
1720,1,1,0,0,0,2015-12-07,0,0.0,Location.AWAY,0,0,0,0,Team.CHARLOTTE_HORNETS,Outcome.LOSS,0,2,0,235,0,Team.DETROIT_PISTONS,0,Spencer Dinwiddie,dinwisp01,2016
1721,0,0,0,0,0,2015-12-12,0,0.0,Location.HOME,0,0,0,0,Team.INDIANA_PACERS,Outcome.WIN,0,-3,0,203,0,Team.DETROIT_PISTONS,0,Spencer Dinwiddie,dinwisp01,2016
1722,1,2,0,0,0,2016-04-05,0,-1.4,Location.AWAY,0,0,0,1,Team.MIAMI_HEAT,Outcome.LOSS,1,-1,0,235,1,Team.DETROIT_PISTONS,2,Spencer Dinwiddie,dinwisp01,2016
1723,3,5,4,1,0,2016-04-12,1,4.4,Location.HOME,2,2,0,1,Team.MIAMI_HEAT,Outcome.LOSS,3,-8,6,934,0,Team.DETROIT_PISTONS,0,Spencer Dinwiddie,dinwisp01,2016
1724,5,12,10,2,0,2016-04-13,3,9.0,Location.AWAY,3,6,0,2,Team.CLEVELAND_CAVALIERS,Outcome.WIN,0,1,12,1740,0,Team.DETROIT_PISTONS,0,Spencer Dinwiddie,dinwisp01,2016
1725,4,12,3,1,0,2015-10-31,2,11.9,Location.HOME,7,2,1,1,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,3,-4,17,1369,1,Team.NEW_ORLEANS_PELICANS,3,Toney Douglas,douglto01,2016
1726,4,6,1,2,0,2015-11-03,4,9.8,Location.HOME,4,1,0,2,Team.ORLANDO_MAGIC,Outcome.LOSS,5,-14,9,1172,2,Team.NEW_ORLEANS_PELICANS,2,Toney Douglas,douglto01,2016
1727,0,3,0,2,0,2015-11-06,0,0.3,Location.HOME,1,0,1,0,Team.ATLANTA_HAWKS,Outcome.LOSS,0,-2,3,480,0,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1728,3,10,2,3,0,2015-11-07,1,8.4,Location.AWAY,4,2,1,0,Team.DALLAS_MAVERICKS,Outcome.LOSS,4,-17,11,1658,2,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1729,2,8,2,7,0,2015-11-10,1,11.5,Location.HOME,5,2,5,0,Team.DALLAS_MAVERICKS,Outcome.WIN,4,4,17,1521,0,Team.NEW_ORLEANS_PELICANS,2,Toney Douglas,douglto01,2016
1730,4,11,1,7,0,2015-11-11,1,7.6,Location.AWAY,4,1,3,0,Team.ATLANTA_HAWKS,Outcome.LOSS,1,1,12,1457,2,Team.NEW_ORLEANS_PELICANS,3,Toney Douglas,douglto01,2016
1731,1,7,0,0,0,2015-11-13,0,0.4,Location.AWAY,1,0,0,0,Team.TORONTO_RAPTORS,Outcome.LOSS,2,3,2,929,3,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1732,2,3,4,2,0,2015-11-15,0,3.9,Location.AWAY,0,4,0,0,Team.NEW_YORK_KNICKS,Outcome.LOSS,1,-1,4,646,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1733,1,5,0,1,0,2015-11-17,1,3.6,Location.HOME,3,0,0,1,Team.DENVER_NUGGETS,Outcome.LOSS,2,9,6,1042,0,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1734,3,6,2,2,0,2015-11-18,0,4.3,Location.AWAY,3,2,0,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,2,-8,8,869,0,Team.NEW_ORLEANS_PELICANS,2,Toney Douglas,douglto01,2016
1735,1,3,0,1,0,2015-11-20,3,0.2,Location.HOME,0,0,0,1,Team.SAN_ANTONIO_SPURS,Outcome.WIN,0,9,0,732,0,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1736,0,1,0,1,0,2015-11-22,0,-1.1,Location.HOME,0,0,0,0,Team.PHOENIX_SUNS,Outcome.WIN,1,-4,0,316,1,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1737,0,1,4,1,0,2015-11-25,0,6.3,Location.AWAY,1,4,1,0,Team.PHOENIX_SUNS,Outcome.WIN,1,-6,7,616,0,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1738,2,11,2,4,0,2015-11-27,0,6.4,Location.AWAY,4,2,1,1,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,4,3,11,1423,2,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1739,2,4,0,3,0,2015-11-28,1,6.6,Location.AWAY,3,0,2,1,Team.UTAH_JAZZ,Outcome.LOSS,3,-6,8,945,0,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1740,0,2,0,2,0,2015-12-02,1,1.1,Location.AWAY,1,0,1,0,Team.HOUSTON_ROCKETS,Outcome.LOSS,3,1,3,497,1,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1741,1,0,0,0,0,2015-12-23,0,0.3,Location.HOME,0,0,0,0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1,0,0,154,0,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1742,2,1,0,0,0,2015-12-28,0,1.7,Location.AWAY,0,0,0,0,Team.ORLANDO_MAGIC,Outcome.LOSS,0,3,0,122,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1743,4,2,0,1,0,2016-01-02,1,0.9,Location.AWAY,0,0,0,0,Team.DALLAS_MAVERICKS,Outcome.WIN,2,-4,0,830,0,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1744,0,2,0,1,0,2016-01-10,1,1.9,Location.AWAY,1,0,0,0,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1,-5,2,369,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1745,2,3,0,1,0,2016-01-21,0,3.9,Location.HOME,1,0,0,0,Team.DETROIT_PISTONS,Outcome.WIN,2,6,2,645,3,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1746,4,8,1,6,0,2016-01-23,0,16.5,Location.HOME,5,0,4,1,Team.MILWAUKEE_BUCKS,Outcome.WIN,0,10,14,1424,3,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1747,6,8,4,4,1,2016-01-25,3,20.8,Location.HOME,6,3,3,0,Team.HOUSTON_ROCKETS,Outcome.LOSS,1,20,18,1517,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1748,0,3,0,0,0,2016-01-28,2,-0.5,Location.HOME,1,0,0,0,Team.SACRAMENTO_KINGS,Outcome.WIN,1,0,2,541,0,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1749,1,5,0,3,0,2016-01-30,0,1.6,Location.HOME,1,0,1,0,Team.BROOKLYN_NETS,Outcome.WIN,0,4,3,918,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1750,1,6,0,5,0,2016-02-01,1,4.4,Location.HOME,2,0,2,0,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,3,-5,6,714,2,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1751,1,6,0,4,0,2016-02-03,1,2.7,Location.AWAY,1,0,1,1,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,3,-16,3,1310,3,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1752,1,3,0,1,0,2016-02-04,0,-0.8,Location.HOME,0,0,0,0,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1,-8,0,345,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1753,1,3,0,1,0,2016-02-06,0,-2.2,Location.AWAY,0,0,0,0,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,2,-9,0,815,0,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1754,2,5,2,4,0,2016-02-08,2,2.1,Location.AWAY,1,1,1,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1,-3,4,940,0,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1755,2,6,0,3,0,2016-02-10,1,8.3,Location.HOME,3,0,2,0,Team.UTAH_JAZZ,Outcome.WIN,1,9,8,1305,2,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1756,1,9,2,4,0,2016-02-11,2,7.4,Location.AWAY,4,1,1,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,2,-21,10,1515,2,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1757,2,3,0,3,1,2016-02-19,0,3.9,Location.HOME,1,0,1,1,Team.PHILADELPHIA_76ERS,Outcome.WIN,3,-3,3,1072,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1758,1,4,0,3,0,2016-02-21,2,0.5,Location.AWAY,1,0,1,0,Team.DETROIT_PISTONS,Outcome.WIN,1,-1,3,1358,2,Team.NEW_ORLEANS_PELICANS,3,Toney Douglas,douglto01,2016
1759,1,8,7,4,0,2016-02-23,4,8.5,Location.AWAY,2,6,1,0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,3,-8,11,1531,2,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1760,2,7,0,3,0,2016-02-25,3,12.7,Location.HOME,5,0,2,1,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,1,6,12,865,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1761,1,3,0,0,0,2016-02-27,2,3.2,Location.HOME,2,0,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,2,1,4,626,1,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1762,0,2,0,2,0,2016-03-02,2,-2.6,Location.AWAY,0,0,0,0,Team.HOUSTON_ROCKETS,Outcome.LOSS,2,-2,0,470,0,Team.NEW_ORLEANS_PELICANS,1,Toney Douglas,douglto01,2016
1763,0,3,0,1,0,2016-03-03,0,-0.1,Location.HOME,1,0,0,0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1,-9,2,583,0,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1764,0,8,0,4,0,2016-03-05,1,3.7,Location.HOME,3,0,3,0,Team.UTAH_JAZZ,Outcome.LOSS,3,-15,9,1136,0,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
1765,3,9,0,6,1,2016-03-07,2,1.5,Location.HOME,2,0,2,0,Team.SACRAMENTO_KINGS,Outcome.WIN,1,5,6,1237,1,Team.NEW_ORLEANS_PELICANS,3,Toney Douglas,douglto01,2016
1766,5,13,1,7,1,2016-03-09,0,7.8,Location.AWAY,5,1,3,1,Team.CHARLOTTE_HORNETS,Outcome.LOSS,5,6,14,2249,0,Team.NEW_ORLEANS_PELICANS,2,Toney Douglas,douglto01,2016
1767,6,15,4,7,0,2016-03-11,6,6.6,Location.AWAY,5,1,1,1,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,6,1,12,2504,2,Team.NEW_ORLEANS_PELICANS,2,Toney Douglas,douglto01,2016
1768,4,4,0,2,0,2016-03-12,6,5.8,Location.AWAY,2,0,1,0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,2,-13,5,1151,2,Team.NEW_ORLEANS_PELICANS,3,Toney Douglas,douglto01,2016
1769,8,14,6,10,0,2016-03-14,4,19.9,Location.AWAY,6,6,4,1,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,3,-3,22,2254,3,Team.NEW_ORLEANS_PELICANS,4,Toney Douglas,douglto01,2016
1770,3,7,0,4,1,2016-03-16,2,11.6,Location.AWAY,4,0,3,1,Team.SACRAMENTO_KINGS,Outcome.WIN,3,11,11,1288,1,Team.NEW_ORLEANS_PELICANS,0,Toney Douglas,douglto01,2016
