Unnamed: 0,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,date,defensive_rebounds,game_score,location,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,opponent,outcome,personal_fouls,plus_minus,points_scored,seconds_played,steals,team,turnovers,name,slug,season_end_year,starter,salary
979,1,0,0,0,0,2014-10-28,1,0.5,Location.HOME,0,0,0,1,Team.ORLANDO_MAGIC,Outcome.WIN,3,10,0,572,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
980,0,2,0,1,0,2014-11-01,0,-1.4,Location.HOME,0,0,0,0,Team.DALLAS_MAVERICKS,Outcome.LOSS,0,-8,0,302,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
981,1,0,0,0,0,2014-11-08,0,0.7,Location.AWAY,0,0,0,0,Team.SAN_ANTONIO_SPURS,Outcome.WIN,0,-2,0,319,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
982,0,1,0,1,0,2014-11-10,1,-0.8,Location.AWAY,0,0,0,0,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1,3,0,604,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
983,0,1,0,1,0,2014-11-18,0,-0.7,Location.AWAY,0,0,0,0,Team.SACRAMENTO_KINGS,Outcome.WIN,0,-1,0,316,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
984,0,2,0,1,0,2014-11-21,1,4.4,Location.AWAY,2,0,1,1,Team.DENVER_NUGGETS,Outcome.LOSS,5,-18,5,656,1,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
985,0,2,0,0,0,2014-11-25,0,0.0,Location.HOME,1,0,0,0,Team.SACRAMENTO_KINGS,Outcome.LOSS,0,6,2,597,0,Team.NEW_ORLEANS_PELICANS,1,John Salmons,salmojo01,2015,0.0,3000
986,4,9,0,6,1,2014-11-28,0,7.2,Location.AWAY,3,0,3,0,Team.ATLANTA_HAWKS,Outcome.LOSS,3,-5,9,1492,1,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
987,0,6,0,1,0,2014-11-29,0,6.6,Location.AWAY,4,0,1,0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,2,-3,9,1695,1,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
988,1,1,2,0,1,2014-12-02,5,1.2,Location.HOME,0,0,0,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,3,-7,0,1485,1,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
989,2,4,0,2,0,2014-12-04,3,4.5,Location.AWAY,2,0,1,0,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2,-10,5,1232,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
990,1,4,0,1,0,2014-12-06,2,2.5,Location.AWAY,1,0,0,0,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1,-13,2,1074,2,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3400
991,0,1,2,0,1,2014-12-14,1,1.9,Location.HOME,0,2,0,0,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1,-2,2,533,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
992,0,7,0,5,0,2014-12-18,1,-4.3,Location.AWAY,0,0,0,1,Team.HOUSTON_ROCKETS,Outcome.WIN,1,-9,0,840,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
993,0,0,0,0,0,2014-12-21,0,-0.4,Location.AWAY,0,0,0,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,1,7,0,412,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
994,1,1,0,1,0,2014-12-23,0,4.4,Location.AWAY,1,0,1,0,Team.INDIANA_PACERS,Outcome.LOSS,0,-5,3,611,1,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
995,1,4,0,3,0,2014-12-26,2,5.3,Location.HOME,2,0,1,0,Team.SAN_ANTONIO_SPURS,Outcome.WIN,0,11,5,1082,1,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
996,0,0,0,0,0,2014-12-27,0,-1.3,Location.AWAY,0,0,0,1,Team.CHICAGO_BULLS,Outcome.LOSS,0,-6,0,809,0,Team.NEW_ORLEANS_PELICANS,2,John Salmons,salmojo01,2015,0.0,3000
997,0,0,0,0,0,2015-01-12,0,-0.4,Location.AWAY,0,0,0,0,Team.BOSTON_CELTICS,Outcome.LOSS,1,0,0,342,0,Team.NEW_ORLEANS_PELICANS,0,John Salmons,salmojo01,2015,0.0,3000
998,0,2,0,2,1,2015-01-26,0,-1.1,Location.HOME,0,0,0,0,Team.PHILADELPHIA_76ERS,Outcome.WIN,1,-10,0,747,1,Team.NEW_ORLEANS_PELICANS,1,John Salmons,salmojo01,2015,0.0,3000
999,1,1,0,1,0,2015-02-02,0,-1.0,Location.HOME,0,0,0,0,Team.ATLANTA_HAWKS,Outcome.WIN,0,-1,0,462,0,Team.NEW_ORLEANS_PELICANS,1,John Salmons,salmojo01,2015,0.0,3000
1000,0,4,0,2,0,2014-10-29,1,-4.3,Location.AWAY,0,0,0,0,Team.INDIANA_PACERS,Outcome.LOSS,2,-13,0,475,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1001,0,1,0,1,1,2014-10-31,0,-1.0,Location.AWAY,0,0,0,0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,0,-6,0,306,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1002,0,0,0,0,1,2014-11-01,1,1.0,Location.HOME,0,0,0,0,Team.MIAMI_HEAT,Outcome.LOSS,0,0,0,147,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1003,0,2,0,1,1,2014-11-03,2,-1.9,Location.HOME,0,0,0,0,Team.HOUSTON_ROCKETS,Outcome.LOSS,2,-2,0,625,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1004,0,3,0,0,2,2014-11-05,1,1.2,Location.HOME,1,0,0,0,Team.ORLANDO_MAGIC,Outcome.LOSS,2,2,2,261,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1005,3,3,0,0,0,2014-11-07,4,5.9,Location.HOME,2,0,0,1,Team.CHICAGO_BULLS,Outcome.LOSS,2,-4,4,1602,1,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1006,3,8,4,2,0,2014-11-09,2,-0.6,Location.AWAY,1,2,0,1,Team.TORONTO_RAPTORS,Outcome.LOSS,5,-21,4,1172,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,1.0,4000
1007,0,8,2,2,1,2014-11-13,2,4.1,Location.AWAY,3,1,1,0,Team.DALLAS_MAVERICKS,Outcome.LOSS,1,-26,8,1298,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1008,0,0,0,0,0,2014-11-17,0,0.0,Location.AWAY,0,0,0,0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,0,-3,0,167,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1009,1,0,0,0,0,2014-11-29,1,1.7,Location.HOME,0,0,0,1,Team.DALLAS_MAVERICKS,Outcome.LOSS,0,2,0,62,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1010,1,1,2,1,0,2014-12-01,3,3.5,Location.HOME,1,1,1,0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1,14,4,749,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1011,0,1,0,1,0,2014-12-03,0,-1.7,Location.AWAY,0,0,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,0,0,0,160,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1012,1,3,2,1,0,2014-12-05,2,2.9,Location.HOME,1,1,0,1,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,0,-6,3,461,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1013,0,2,1,1,0,2014-12-06,1,-1.1,Location.AWAY,1,0,0,0,Team.DETROIT_PISTONS,Outcome.WIN,5,-4,2,539,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1014,0,1,0,0,0,2014-12-10,0,-1.8,Location.AWAY,0,0,0,1,Team.ATLANTA_HAWKS,Outcome.LOSS,2,2,0,408,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1015,1,0,0,0,0,2014-12-12,1,1.0,Location.AWAY,0,0,0,0,Team.BROOKLYN_NETS,Outcome.LOSS,0,-3,0,107,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1016,0,0,0,0,0,2014-12-13,1,0.3,Location.HOME,0,0,0,0,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,0,0,0,268,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1017,1,3,2,1,1,2014-12-15,2,5.3,Location.HOME,2,2,0,0,Team.BOSTON_CELTICS,Outcome.LOSS,1,5,6,399,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1018,0,2,4,0,1,2014-12-19,4,6.2,Location.HOME,2,4,0,1,Team.CHARLOTTE_HORNETS,Outcome.LOSS,2,-13,8,1193,0,Team.PHILADELPHIA_76ERS,3,JaKarr Sampson,sampsja02,2015,0.0,3000
1019,0,5,0,1,0,2014-12-21,0,1.3,Location.AWAY,2,0,1,2,Team.ORLANDO_MAGIC,Outcome.WIN,1,1,5,1037,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,1.0,3000
1020,0,6,2,2,1,2014-12-23,1,4.8,Location.AWAY,3,2,0,0,Team.MIAMI_HEAT,Outcome.WIN,3,-15,8,1216,1,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1021,1,4,2,0,0,2014-12-26,1,7.5,Location.AWAY,4,1,0,1,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,4,-15,9,1213,3,Team.PHILADELPHIA_76ERS,3,JaKarr Sampson,sampsja02,2015,1.0,3000
1022,1,3,2,2,0,2014-12-27,2,-1.0,Location.AWAY,1,0,0,0,Team.UTAH_JAZZ,Outcome.LOSS,2,-17,2,1235,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1023,1,7,3,4,0,2014-12-30,0,2.5,Location.AWAY,2,2,1,1,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1,-10,7,904,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3600
1024,0,2,2,1,0,2015-01-02,0,-0.8,Location.AWAY,1,0,0,0,Team.PHOENIX_SUNS,Outcome.LOSS,0,0,2,130,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3500
1025,1,7,2,3,0,2015-01-03,3,6.3,Location.AWAY,4,1,1,0,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,4,-16,10,1454,1,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1026,0,1,0,0,0,2015-01-05,1,1.6,Location.HOME,1,0,0,0,Team.CLEVELAND_CAVALIERS,Outcome.WIN,1,-2,2,99,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1027,5,7,0,2,0,2015-01-07,5,10.3,Location.HOME,5,0,1,2,Team.MILWAUKEE_BUCKS,Outcome.LOSS,3,16,11,1452,1,Team.PHILADELPHIA_76ERS,4,JaKarr Sampson,sampsja02,2015,0.0,3000
1028,0,2,0,0,0,2015-01-09,1,0.9,Location.AWAY,1,0,0,0,Team.BROOKLYN_NETS,Outcome.WIN,1,-4,2,229,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3300
1029,0,4,0,1,0,2015-01-10,1,7.7,Location.HOME,4,0,1,0,Team.INDIANA_PACERS,Outcome.WIN,1,10,9,1127,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3300
1030,3,4,2,2,0,2015-01-13,2,2.1,Location.HOME,2,0,1,0,Team.ATLANTA_HAWKS,Outcome.LOSS,2,2,5,829,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,0.0,3000
1031,3,5,2,2,1,2015-01-14,3,2.6,Location.AWAY,1,2,0,0,Team.TORONTO_RAPTORS,Outcome.LOSS,0,2,4,808,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,0.0,3000
1032,1,3,0,1,0,2015-01-16,1,-3.3,Location.HOME,0,0,0,0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,3,-10,0,687,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1033,2,5,0,2,0,2015-01-17,1,8.4,Location.AWAY,4,0,1,0,Team.DETROIT_PISTONS,Outcome.LOSS,1,2,9,943,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1034,0,4,0,2,0,2015-01-19,0,1.2,Location.AWAY,1,0,1,0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,1,-18,3,663,1,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1035,0,3,0,1,0,2015-01-21,0,-1.5,Location.HOME,1,0,0,0,Team.NEW_YORK_KNICKS,Outcome.LOSS,2,-9,2,718,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1036,0,1,0,0,0,2015-01-23,0,-0.7,Location.HOME,0,0,0,0,Team.TORONTO_RAPTORS,Outcome.LOSS,0,-14,0,210,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1037,1,9,0,3,0,2015-01-24,2,4.1,Location.AWAY,4,0,1,1,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,3,1,9,1035,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1038,1,9,0,2,1,2015-01-26,2,0.5,Location.AWAY,2,0,0,2,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1,-13,4,1088,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3300
1039,0,6,2,2,0,2015-01-28,8,12.0,Location.HOME,5,1,2,0,Team.DETROIT_PISTONS,Outcome.WIN,2,26,13,1414,2,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,1.0,3000
1040,1,5,2,2,1,2015-01-30,1,8.0,Location.HOME,3,2,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1,1,8,1034,1,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,1.0,3500
1041,2,3,2,1,0,2015-01-31,2,-2.7,Location.AWAY,0,1,0,0,Team.ATLANTA_HAWKS,Outcome.LOSS,3,-9,1,761,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,1.0,3500
1042,1,5,0,2,1,2015-02-02,0,7.7,Location.AWAY,4,0,2,0,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,2,2,10,1089,2,Team.PHILADELPHIA_76ERS,3,JaKarr Sampson,sampsja02,2015,1.0,3000
1043,0,4,4,2,0,2015-02-03,0,10.2,Location.HOME,3,3,2,0,Team.DENVER_NUGGETS,Outcome.WIN,2,-3,11,1084,3,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1044,1,4,3,1,1,2015-02-06,1,1.7,Location.AWAY,2,1,0,0,Team.BOSTON_CELTICS,Outcome.LOSS,3,-7,5,767,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1045,1,5,4,1,0,2015-02-07,3,1.1,Location.HOME,1,2,0,0,Team.CHARLOTTE_HORNETS,Outcome.WIN,4,3,4,1328,1,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,1.0,3000
1046,2,7,0,2,0,2015-02-09,6,8.3,Location.HOME,5,0,0,0,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,0,-3,10,1598,1,Team.PHILADELPHIA_76ERS,3,JaKarr Sampson,sampsja02,2015,1.0,3000
1047,1,12,2,3,0,2015-02-20,1,5.3,Location.HOME,4,2,1,1,Team.INDIANA_PACERS,Outcome.LOSS,4,-9,11,1202,2,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1048,0,9,2,4,1,2015-02-22,1,12.7,Location.AWAY,6,2,2,0,Team.ORLANDO_MAGIC,Outcome.LOSS,1,6,16,1274,1,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1049,2,8,2,2,2,2015-02-23,4,2.1,Location.AWAY,2,1,0,1,Team.MIAMI_HEAT,Outcome.LOSS,1,-5,5,1218,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,0.0,3000
1050,2,4,0,2,0,2015-02-25,0,2.0,Location.AWAY,2,0,0,0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1,-13,4,836,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1051,0,2,0,1,1,2015-03-01,3,1.0,Location.AWAY,1,0,0,0,Team.INDIANA_PACERS,Outcome.LOSS,4,-2,2,678,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1052,4,7,2,2,3,2015-03-02,1,9.7,Location.HOME,2,2,1,2,Team.TORONTO_RAPTORS,Outcome.LOSS,2,-12,7,1264,2,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1053,1,3,3,1,0,2015-03-04,2,5.4,Location.AWAY,2,3,0,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,4,-4,7,918,1,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3300
1054,0,5,2,3,1,2015-03-06,0,-1.3,Location.HOME,1,0,1,1,Team.UTAH_JAZZ,Outcome.LOSS,2,-10,3,1343,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3500
1055,1,7,0,4,0,2015-03-07,1,-1.6,Location.HOME,0,0,0,3,Team.ATLANTA_HAWKS,Outcome.WIN,2,3,0,1255,1,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,1.0,3400
1056,0,4,2,3,0,2015-03-11,3,2.5,Location.HOME,1,2,1,0,Team.CHICAGO_BULLS,Outcome.LOSS,0,-12,5,998,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3200
1057,3,6,3,1,0,2015-03-13,1,8.3,Location.HOME,4,2,0,1,Team.SACRAMENTO_KINGS,Outcome.WIN,2,-7,10,996,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1058,0,5,0,3,0,2015-03-14,2,-3.3,Location.HOME,1,0,0,0,Team.BROOKLYN_NETS,Outcome.LOSS,2,-20,2,1213,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,1.0,3000
1059,0,8,0,2,0,2015-03-18,5,1.6,Location.HOME,3,0,0,1,Team.DETROIT_PISTONS,Outcome.WIN,3,-6,6,1346,2,Team.PHILADELPHIA_76ERS,3,JaKarr Sampson,sampsja02,2015,1.0,3000
1060,0,6,2,2,1,2015-03-20,3,1.0,Location.HOME,2,2,0,0,Team.NEW_YORK_KNICKS,Outcome.WIN,3,3,6,1588,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,1.0,3000
1061,0,2,2,0,0,2015-03-22,1,-0.5,Location.AWAY,0,1,0,0,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,0,-7,1,761,1,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1062,0,5,0,3,0,2015-03-24,2,5.5,Location.AWAY,3,0,2,0,Team.SACRAMENTO_KINGS,Outcome.LOSS,2,1,8,1136,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,1.0,3000
1063,2,4,2,3,0,2015-03-25,3,4.4,Location.AWAY,2,1,1,3,Team.DENVER_NUGGETS,Outcome.WIN,4,-16,6,981,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,1.0,3000
1064,0,9,0,3,0,2015-03-27,2,-1.0,Location.HOME,1,0,1,1,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1,-3,3,879,1,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,1.0,3000
1065,1,7,0,2,0,2015-03-29,3,6.9,Location.AWAY,4,0,1,0,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1,-5,9,1008,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1066,2,4,2,4,0,2015-03-30,1,7.9,Location.HOME,2,1,2,0,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1,-9,7,1523,2,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,1.0,3000
1067,0,2,0,1,0,2015-04-01,1,-2.1,Location.AWAY,0,0,0,0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,0,0,0,500,0,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,1.0,3000
1068,2,6,0,1,0,2015-04-04,1,6.3,Location.AWAY,4,0,0,0,Team.CHARLOTTE_HORNETS,Outcome.LOSS,2,-2,8,1042,0,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1069,3,6,0,2,0,2015-04-05,1,-0.6,Location.AWAY,1,0,0,0,Team.NEW_YORK_KNICKS,Outcome.LOSS,3,10,2,997,1,Team.PHILADELPHIA_76ERS,1,JaKarr Sampson,sampsja02,2015,0.0,3000
1070,3,7,2,4,1,2015-04-08,0,-0.1,Location.HOME,0,2,0,0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,5,-17,2,1357,2,Team.PHILADELPHIA_76ERS,0,JaKarr Sampson,sampsja02,2015,0.0,3000
1071,4,13,4,5,0,2015-04-11,4,14.6,Location.AWAY,7,3,1,3,Team.CHICAGO_BULLS,Outcome.LOSS,2,-23,18,1654,0,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,1.0,3000
1072,1,8,4,4,1,2015-04-13,3,7.1,Location.HOME,3,4,0,2,Team.MILWAUKEE_BUCKS,Outcome.LOSS,3,-1,10,1236,1,Team.PHILADELPHIA_76ERS,2,JaKarr Sampson,sampsja02,2015,0.0,3500
1073,6,15,7,5,1,2015-04-15,4,17.5,Location.HOME,8,6,0,1,Team.MIAMI_HEAT,Outcome.LOSS,4,-1,22,2118,3,Team.PHILADELPHIA_76ERS,5,JaKarr Sampson,sampsja02,2015,1.0,3500
1074,1,8,0,0,1,2014-10-29,4,9.7,Location.AWAY,5,0,0,1,Team.CHARLOTTE_HORNETS,Outcome.LOSS,5,-7,10,1569,2,Team.MILWAUKEE_BUCKS,0,Larry Sanders,sandela01,2015,1.0,5800
1075,1,12,1,0,4,2014-10-31,8,10.0,Location.HOME,4,0,0,7,Team.PHILADELPHIA_76ERS,Outcome.WIN,4,13,8,1604,2,Team.MILWAUKEE_BUCKS,2,Larry Sanders,sandela01,2015,1.0,5700
1076,1,4,4,0,0,2014-11-01,3,6.8,Location.AWAY,2,4,0,4,Team.WASHINGTON_WIZARDS,Outcome.LOSS,4,-21,8,1415,0,Team.MILWAUKEE_BUCKS,2,Larry Sanders,sandela01,2015,1.0,5600
1077,2,4,0,0,3,2014-11-04,8,2.7,Location.AWAY,0,0,0,2,Team.INDIANA_PACERS,Outcome.WIN,2,9,0,1379,0,Team.MILWAUKEE_BUCKS,1,Larry Sanders,sandela01,2015,1.0,5400
1078,1,9,0,0,2,2014-11-05,4,5.7,Location.HOME,3,0,0,5,Team.CHICAGO_BULLS,Outcome.LOSS,5,-9,6,1379,2,Team.MILWAUKEE_BUCKS,2,Larry Sanders,sandela01,2015,1.0,5300
1079,2,5,2,0,3,2014-11-07,3,10.1,Location.AWAY,3,1,0,2,Team.DETROIT_PISTONS,Outcome.LOSS,5,-9,7,1478,3,Team.MILWAUKEE_BUCKS,1,Larry Sanders,sandela01,2015,1.0,5600
1080,0,7,0,0,2,2014-11-08,4,6.3,Location.HOME,2,0,0,4,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,5,-3,4,1090,4,Team.MILWAUKEE_BUCKS,1,Larry Sanders,sandela01,2015,1.0,5500
1081,1,6,2,0,1,2014-11-11,3,-0.8,Location.HOME,2,0,0,3,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,5,-3,4,1334,0,Team.MILWAUKEE_BUCKS,3,Larry Sanders,sandela01,2015,1.0,5400
1082,0,2,2,0,2,2014-11-14,5,4.9,Location.AWAY,2,0,0,0,Team.ORLANDO_MAGIC,Outcome.LOSS,4,3,4,981,2,Team.MILWAUKEE_BUCKS,1,Larry Sanders,sandela01,2015,1.0,4900
1083,0,10,3,0,0,2014-11-16,5,6.2,Location.AWAY,5,1,0,1,Team.MIAMI_HEAT,Outcome.WIN,3,11,11,1212,0,Team.MILWAUKEE_BUCKS,0,Larry Sanders,sandela01,2015,1.0,4800
1084,0,6,0,0,0,2014-11-19,2,1.2,Location.AWAY,2,0,0,2,Team.BROOKLYN_NETS,Outcome.WIN,1,-3,4,866,0,Team.MILWAUKEE_BUCKS,1,Larry Sanders,sandela01,2015,1.0,4400
1085,0,3,4,0,0,2014-11-21,2,6.8,Location.AWAY,3,2,0,3,Team.TORONTO_RAPTORS,Outcome.LOSS,3,-28,8,1260,0,Team.MILWAUKEE_BUCKS,1,Larry Sanders,sandela01,2015,1.0,3900
1086,0,6,2,0,4,2014-11-22,2,5.4,Location.HOME,2,1,0,2,Team.WASHINGTON_WIZARDS,Outcome.LOSS,4,-13,5,1144,1,Team.MILWAUKEE_BUCKS,0,Larry Sanders,sandela01,2015,1.0,3900
1087,1,12,0,0,1,2014-11-25,4,10.1,Location.HOME,6,0,0,5,Team.DETROIT_PISTONS,Outcome.WIN,5,1,12,1586,0,Team.MILWAUKEE_BUCKS,0,Larry Sanders,sandela01,2015,1.0,3900
1088,2,10,1,0,5,2014-11-26,4,14.8,Location.AWAY,7,1,0,3,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,3,14,15,1706,1,Team.MILWAUKEE_BUCKS,4,Larry Sanders,sandela01,2015,1.0,3900
